property_type,neighbourhood,estimated_job_size_sqft,requested_timeline,referral_source,homeowner_status,preferred_contact,lead_capture_weather,distance_to_queens_km,customer_age_bracket,has_pets,lead_weekday,lead_month_sin,lead_month_cos
Apartment,Sydenham Ward,451.0,1-2 weeks,Lawn Signs,Own,Phone Call,Cloudy,0.2,25-34,True,Monday,-2.4492935982947064e-16,1.0
Heritage Home,Sydenham Ward,3835.0,1-2 weeks,Facebook Ads,Own,SMS,Snow,3.48,55-64,False,Friday,-2.4492935982947064e-16,1.0
Townhouse,Portsmouth Village,972.0,1-2 weeks,Facebook Ads,Own,SMS,Snow,3.525,35-44,True,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Sydenham Ward,1290.0,Flexible,Facebook Ads,Recently Purchased,SMS,Sunny,1.51,65+,False,Wednesday,0.49999999999999994,0.8660254037844387
Townhouse,West End,870.0,1 month,Facebook Ads,Own,SMS,Sunny,6.26,55-64,True,Tuesday,-2.4492935982947064e-16,1.0
Apartment,West End,513.0,1 month,Lawn Signs,Recently Purchased,Email,Cloudy,7.47,35-44,False,Tuesday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,735.0,Flexible,Facebook Ads,Rent,Email,Cloudy,2.67,35-44,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,West End,2473.0,1 month,Word of Mouth/Referral,Own,Email,Sunny,1.83,25-34,False,Friday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,1412.0,1-2 weeks,Lawn Signs,Own,Phone Call,Rain,5.65,35-44,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Downtown,1338.0,1-2 weeks,Facebook Ads,Own,SMS,Cloudy,2.66,35-44,False,Friday,0.49999999999999994,0.8660254037844387
Detached,West End,1654.0,1 month,Word of Mouth/Referral,Own,Phone Call,Cloudy,2.47,65+,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Strathcona Park,1182.0,Flexible,Lawn Signs,Own,SMS,Cloudy,6.46,25-34,False,Monday,1.0,6.123233995736766e-17
Semi-Detached,Calvin Park,1819.0,1 month,Word of Mouth/Referral,Rent,Phone Call,Sunny,3.31,25-34,False,Saturday,-2.4492935982947064e-16,1.0
Townhouse,Calvin Park,893.0,1 month,Door-to-Door,Rent,SMS,Sunny,5.99,65+,False,Wednesday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1651.0,Flexible,Lawn Signs,Own,Email,Sunny,1.95,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,West End,2257.0,Flexible,Facebook Ads,Own,Phone Call,Sunny,6.71,55-64,False,Saturday,0.49999999999999994,0.8660254037844387
Detached,Portsmouth Village,934.0,1-2 weeks,Facebook Ads,Own,SMS,Rain,4.95,35-44,False,Wednesday,0.49999999999999994,0.8660254037844387
Detached,West End,1727.0,Flexible,Lawn Signs,Own,SMS,Windy,3.47,18-24,False,Wednesday,0.8660254037844386,0.5000000000000001
Semi-Detached,Calvin Park,1475.0,Flexible,Door-to-Door,Own,Email,Windy,5.38,35-44,False,Friday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,2017.0,ASAP,Lawn Signs,Own,SMS,Sunny,2.93,35-44,True,Wednesday,1.0,6.123233995736766e-17
Detached,Strathcona Park,955.0,1 month,Facebook Ads,Own,SMS,Sunny,5.3,25-34,True,Sunday,0.8660254037844386,0.5000000000000001
Detached,Portsmouth Village,2692.0,1-2 weeks,Door-to-Door,Own,Email,Rain,3.79,18-24,False,Wednesday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,1808.0,1 month,Lawn Signs,Own,SMS,Cloudy,4.95,45-54,False,Saturday,0.49999999999999994,0.8660254037844387
Semi-Detached,Portsmouth Village,1639.0,1-2 weeks,Facebook Ads,Rent,SMS,Rain,2.88,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1473.0,Flexible,Facebook Ads,Own,SMS,Cloudy,4.69,25-34,True,Saturday,-2.4492935982947064e-16,1.0
Detached,Downtown,1094.0,1-2 weeks,Word of Mouth/Referral,Own,Phone Call,Sunny,2.37,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Detached,Strathcona Park,2124.0,1-2 weeks,Facebook Ads,Recently Purchased,Phone Call,Rain,2.99,65+,False,Tuesday,-2.4492935982947064e-16,1.0
Townhouse,Downtown,1389.0,1 month,Lawn Signs,Own,Email,Sunny,0.2,35-44,True,Friday,-2.4492935982947064e-16,1.0
Apartment,West End,490.0,Flexible,Facebook Ads,Own,Email,Rain,2.25,55-64,False,Monday,-2.4492935982947064e-16,1.0
Detached,Downtown,1942.0,ASAP,Facebook Ads,Own,Phone Call,Cloudy,0.2,25-34,True,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,521.0,Flexible,Facebook Ads,Own,Email,Sunny,3.95,55-64,True,Friday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1562.0,1 month,Door-to-Door,Recently Purchased,Phone Call,Sunny,7.07,25-34,False,Monday,0.8660254037844386,0.5000000000000001
Detached,West End,2499.0,ASAP,Door-to-Door,Own,Phone Call,Cloudy,0.2,18-24,True,Wednesday,0.8660254037844386,0.5000000000000001
Townhouse,West End,995.0,ASAP,Lawn Signs,Own,Phone Call,Snow,4.02,45-54,False,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1805.0,Flexible,Facebook Ads,Own,SMS,Cloudy,3.68,25-34,False,Tuesday,1.0,6.123233995736766e-17
Townhouse,Calvin Park,811.0,1 month,Word of Mouth/Referral,Own,Phone Call,Cloudy,4.59,45-54,False,Sunday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1456.0,1-2 weeks,Facebook Ads,Own,Email,Rain,2.33,65+,False,Sunday,0.8660254037844386,0.5000000000000001
Townhouse,Sydenham Ward,856.0,1 month,Lawn Signs,Own,Email,Windy,2.02,25-34,False,Saturday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,746.0,Flexible,Word of Mouth/Referral,Rent,Phone Call,Sunny,4.9,35-44,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Downtown,2330.0,Flexible,Facebook Ads,Own,Email,Rain,3.43,55-64,True,Monday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,646.0,Flexible,Facebook Ads,Rent,SMS,Rain,5.12,35-44,False,Saturday,0.49999999999999994,0.8660254037844387
Detached,West End,1632.0,ASAP,Word of Mouth/Referral,Rent,Phone Call,Windy,0.2,65+,False,Tuesday,-2.4492935982947064e-16,1.0
Townhouse,Downtown,1164.0,ASAP,Door-to-Door,Own,Phone Call,Rain,3.95,25-34,False,Thursday,-2.4492935982947064e-16,1.0
Detached,West End,2230.0,ASAP,Door-to-Door,Own,SMS,Snow,2.69,35-44,True,Tuesday,-2.4492935982947064e-16,1.0
Detached,Strathcona Park,1425.0,1 month,Door-to-Door,Own,Email,Windy,5.76,65+,False,Thursday,0.8660254037844386,0.5000000000000001
Townhouse,West End,1296.0,1-2 weeks,Facebook Ads,Rent,Phone Call,Cloudy,5.74,65+,False,Sunday,-2.4492935982947064e-16,1.0
Townhouse,West End,620.0,1-2 weeks,Door-to-Door,Recently Purchased,Email,Rain,2.43,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,West End,3007.0,1-2 weeks,Facebook Ads,Own,Email,Sunny,5.27,45-54,False,Monday,-2.4492935982947064e-16,1.0
Detached,Strathcona Park,2339.0,1 month,Facebook Ads,Own,SMS,Sunny,3.89,65+,True,Wednesday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,1538.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Cloudy,5.2,45-54,False,Monday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1279.0,Flexible,Facebook Ads,Own,Phone Call,Cloudy,3.31,45-54,True,Monday,0.49999999999999994,0.8660254037844387
Semi-Detached,Sydenham Ward,1140.0,1 month,Facebook Ads,Recently Purchased,SMS,Rain,2.84,55-64,True,Wednesday,0.8660254037844386,0.5000000000000001
Apartment,West End,750.0,1 month,Door-to-Door,Rent,Phone Call,Sunny,3.53,65+,False,Wednesday,-2.4492935982947064e-16,1.0
Apartment,West End,1017.0,ASAP,Facebook Ads,Own,Email,Windy,4.71,25-34,False,Friday,0.8660254037844386,0.5000000000000001
Townhouse,Downtown,605.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Sunny,1.58,65+,True,Monday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,2550.0,1 month,Lawn Signs,Recently Purchased,Phone Call,Cloudy,4.81,18-24,True,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1750.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Rain,2.02,45-54,True,Sunday,-2.4492935982947064e-16,1.0
Semi-Detached,Sydenham Ward,1622.0,1 month,Facebook Ads,Own,SMS,Sunny,6.34,55-64,False,Sunday,0.8660254037844386,0.5000000000000001
Detached,West End,2488.0,1 month,Door-to-Door,Own,Email,Sunny,4.4,25-34,False,Thursday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,1741.0,1 month,Lawn Signs,Own,SMS,Cloudy,1.2,65+,False,Monday,-2.4492935982947064e-16,1.0
Detached,West End,2099.0,1 month,Facebook Ads,Own,Phone Call,Windy,4.97,65+,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2206.0,1 month,Facebook Ads,Own,Phone Call,Cloudy,1.8,35-44,False,Sunday,0.49999999999999994,0.8660254037844387
Apartment,Portsmouth Village,376.0,1-2 weeks,Lawn Signs,Own,Phone Call,Rain,0.2,25-34,True,Monday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,657.0,1 month,Facebook Ads,Own,SMS,Windy,6.28,45-54,False,Monday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1793.0,ASAP,Facebook Ads,Own,SMS,Sunny,9.47,25-34,True,Monday,0.8660254037844386,0.5000000000000001
Townhouse,Strathcona Park,1474.0,ASAP,Facebook Ads,Own,Email,Sunny,1.69,35-44,False,Wednesday,-2.4492935982947064e-16,1.0
Detached,Downtown,1022.0,1 month,Word of Mouth/Referral,Own,Phone Call,Windy,2.4,65+,True,Wednesday,0.49999999999999994,0.8660254037844387
Detached,West End,2167.0,Flexible,Facebook Ads,Own,SMS,Cloudy,3.2,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,404.0,1 month,Lawn Signs,Recently Purchased,Phone Call,Cloudy,3.32,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Portsmouth Village,841.0,1 month,Door-to-Door,Own,Email,Sunny,2.93,45-54,True,Tuesday,-2.4492935982947064e-16,1.0
Townhouse,Downtown,857.0,Flexible,Lawn Signs,Own,SMS,Snow,5.73,25-34,True,Thursday,0.49999999999999994,0.8660254037844387
Townhouse,Downtown,1286.0,Flexible,Facebook Ads,Own,Email,Rain,2.76,55-64,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1496.0,1-2 weeks,Lawn Signs,Own,Phone Call,Sunny,4.15,45-54,True,Tuesday,0.49999999999999994,0.8660254037844387
Townhouse,West End,1248.0,Flexible,Lawn Signs,Own,Phone Call,Windy,1.52,25-34,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,West End,2316.0,1-2 weeks,Word of Mouth/Referral,Own,SMS,Windy,6.06,35-44,False,Wednesday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1234.0,Flexible,Door-to-Door,Rent,Phone Call,Sunny,2.76,25-34,False,Sunday,0.49999999999999994,0.8660254037844387
Townhouse,Portsmouth Village,674.0,ASAP,Facebook Ads,Own,Phone Call,Sunny,4.4,65+,True,Sunday,0.8660254037844386,0.5000000000000001
Detached,Portsmouth Village,1685.0,1-2 weeks,Facebook Ads,Own,Email,Cloudy,4.08,35-44,False,Saturday,0.8660254037844386,0.5000000000000001
Detached,Downtown,2079.0,ASAP,Lawn Signs,Own,Phone Call,Sunny,2.76,65+,True,Wednesday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2646.0,ASAP,Door-to-Door,Rent,Phone Call,Sunny,3.77,65+,False,Saturday,0.49999999999999994,0.8660254037844387
Heritage Home,Sydenham Ward,1102.0,Flexible,Lawn Signs,Own,SMS,Sunny,5.6,25-34,False,Wednesday,0.8660254037844386,0.5000000000000001
Townhouse,Downtown,897.0,Flexible,Facebook Ads,Own,Email,Cloudy,4.25,65+,True,Sunday,-2.4492935982947064e-16,1.0
Townhouse,West End,989.0,1-2 weeks,Word of Mouth/Referral,Own,SMS,Cloudy,3.27,55-64,False,Monday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,765.0,1 month,Word of Mouth/Referral,Own,Phone Call,Rain,3.6,18-24,False,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,654.0,Flexible,Door-to-Door,Own,Email,Rain,2.73,65+,False,Sunday,0.49999999999999994,0.8660254037844387
Detached,West End,1477.0,1 month,Facebook Ads,Own,Email,Rain,5.24,65+,True,Sunday,-2.4492935982947064e-16,1.0
Detached,Portsmouth Village,2242.0,Flexible,Word of Mouth/Referral,Rent,SMS,Cloudy,2.43,25-34,True,Sunday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2850.0,1 month,Facebook Ads,Own,SMS,Rain,3.09,65+,True,Thursday,0.49999999999999994,0.8660254037844387
Townhouse,Strathcona Park,1324.0,1 month,Word of Mouth/Referral,Own,Email,Sunny,4.47,65+,False,Monday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,2042.0,ASAP,Word of Mouth/Referral,Recently Purchased,Phone Call,Sunny,1.65,25-34,True,Saturday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,580.0,ASAP,Door-to-Door,Own,SMS,Cloudy,4.44,18-24,True,Saturday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,774.0,ASAP,Word of Mouth/Referral,Rent,Email,Sunny,1.48,35-44,False,Sunday,0.8660254037844386,0.5000000000000001
Semi-Detached,Portsmouth Village,1445.0,1-2 weeks,Door-to-Door,Own,Phone Call,Rain,5.28,18-24,False,Saturday,0.8660254037844386,0.5000000000000001
Semi-Detached,West End,991.0,Flexible,Word of Mouth/Referral,Recently Purchased,Phone Call,Rain,1.37,25-34,False,Wednesday,0.49999999999999994,0.8660254037844387
Detached,West End,1104.0,Flexible,Facebook Ads,Recently Purchased,SMS,Rain,5.52,55-64,True,Monday,-2.4492935982947064e-16,1.0
Semi-Detached,West End,847.0,1-2 weeks,Lawn Signs,Own,Email,Sunny,4.11,65+,False,Tuesday,1.0,6.123233995736766e-17
Semi-Detached,Sydenham Ward,948.0,Flexible,Facebook Ads,Rent,Email,Cloudy,6.43,25-34,False,Saturday,0.8660254037844386,0.5000000000000001
Detached,West End,2151.0,Flexible,Door-to-Door,Own,Email,Cloudy,2.88,65+,True,Monday,0.8660254037844386,0.5000000000000001
Apartment,Sydenham Ward,584.0,1-2 weeks,Door-to-Door,Own,SMS,Sunny,6.33,55-64,True,Monday,1.0,6.123233995736766e-17
Townhouse,Downtown,268.0,Flexible,Facebook Ads,Own,Phone Call,Windy,3.43,25-34,True,Tuesday,-2.4492935982947064e-16,1.0
Semi-Detached,Calvin Park,1939.0,1-2 weeks,Lawn Signs,Own,Phone Call,Sunny,5.83,45-54,True,Friday,-2.4492935982947064e-16,1.0
Townhouse,West End,1056.0,1-2 weeks,Lawn Signs,Own,Phone Call,Rain,1.37,25-34,True,Wednesday,1.0,6.123233995736766e-17
Detached,Calvin Park,1603.0,1 month,Door-to-Door,Own,Email,Cloudy,2.98,55-64,False,Friday,0.8660254037844386,0.5000000000000001
Townhouse,Sydenham Ward,1227.0,ASAP,Door-to-Door,Own,Phone Call,Sunny,2.65,25-34,False,Sunday,-2.4492935982947064e-16,1.0
Detached,Downtown,2099.0,ASAP,Lawn Signs,Own,Email,Rain,3.74,65+,False,Tuesday,0.49999999999999994,0.8660254037844387
Apartment,Downtown,150.0,1-2 weeks,Facebook Ads,Own,SMS,Rain,6.61,25-34,False,Wednesday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1976.0,Flexible,Word of Mouth/Referral,Own,Phone Call,Sunny,3.24,25-34,False,Monday,-2.4492935982947064e-16,1.0
Apartment,Sydenham Ward,634.0,1 month,Facebook Ads,Own,Phone Call,Windy,0.75,18-24,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,West End,618.0,1-2 weeks,Facebook Ads,Recently Purchased,SMS,Cloudy,5.62,18-24,True,Sunday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,1877.0,Flexible,Facebook Ads,Own,SMS,Cloudy,0.2,35-44,False,Friday,0.8660254037844386,0.5000000000000001
Heritage Home,West End,1640.0,1-2 weeks,Facebook Ads,Own,Email,Rain,4.98,55-64,True,Saturday,0.8660254037844386,0.5000000000000001
Heritage Home,Strathcona Park,2013.0,1-2 weeks,Facebook Ads,Rent,Email,Sunny,4.89,25-34,False,Friday,0.49999999999999994,0.8660254037844387
Detached,Calvin Park,2073.0,1-2 weeks,Lawn Signs,Own,SMS,Sunny,4.99,18-24,False,Friday,0.8660254037844386,0.5000000000000001
Townhouse,Portsmouth Village,973.0,1 month,Word of Mouth/Referral,Recently Purchased,Email,Sunny,2.86,35-44,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1462.0,ASAP,Door-to-Door,Own,Email,Sunny,4.24,55-64,False,Thursday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,2471.0,ASAP,Facebook Ads,Own,SMS,Rain,4.67,65+,False,Wednesday,-2.4492935982947064e-16,1.0
Detached,Portsmouth Village,2125.0,1-2 weeks,Lawn Signs,Own,Phone Call,Rain,4.84,35-44,False,Thursday,-2.4492935982947064e-16,1.0
Townhouse,West End,1831.0,1-2 weeks,Word of Mouth/Referral,Rent,SMS,Rain,2.99,45-54,True,Saturday,-2.4492935982947064e-16,1.0
Apartment,West End,150.0,1 month,Lawn Signs,Own,Email,Snow,4.23,55-64,False,Tuesday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1711.0,1 month,Lawn Signs,Recently Purchased,Phone Call,Snow,3.64,55-64,True,Monday,-2.4492935982947064e-16,1.0
Semi-Detached,West End,893.0,Flexible,Lawn Signs,Own,SMS,Sunny,4.51,45-54,True,Saturday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1462.0,1-2 weeks,Facebook Ads,Rent,Phone Call,Cloudy,5.96,25-34,False,Tuesday,0.8660254037844386,0.5000000000000001
Townhouse,Portsmouth Village,631.0,1 month,Facebook Ads,Rent,SMS,Sunny,3.47,45-54,True,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,West End,731.0,Flexible,Word of Mouth/Referral,Own,Email,Sunny,4.25,25-34,False,Monday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,918.0,1 month,Facebook Ads,Own,SMS,Rain,4.17,55-64,False,Monday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,1773.0,Flexible,Facebook Ads,Own,Email,Cloudy,4.97,45-54,True,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1360.0,1-2 weeks,Facebook Ads,Own,Phone Call,Snow,5.64,25-34,False,Wednesday,-2.4492935982947064e-16,1.0
Semi-Detached,Portsmouth Village,1025.0,1-2 weeks,Lawn Signs,Rent,Email,Cloudy,0.2,55-64,True,Monday,1.0,6.123233995736766e-17
Apartment,Strathcona Park,827.0,1-2 weeks,Word of Mouth/Referral,Recently Purchased,SMS,Rain,2.68,45-54,True,Friday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,777.0,ASAP,Facebook Ads,Own,Phone Call,Cloudy,5.77,25-34,False,Thursday,0.49999999999999994,0.8660254037844387
Detached,Strathcona Park,732.0,1-2 weeks,Door-to-Door,Recently Purchased,Phone Call,Rain,2.74,45-54,True,Friday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,2413.0,Flexible,Facebook Ads,Own,Email,Sunny,1.97,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,1862.0,1-2 weeks,Door-to-Door,Recently Purchased,SMS,Sunny,5.77,35-44,False,Friday,0.49999999999999994,0.8660254037844387
Townhouse,Portsmouth Village,596.0,Flexible,Lawn Signs,Own,Email,Rain,8.42,35-44,False,Monday,0.49999999999999994,0.8660254037844387
Apartment,Downtown,339.0,1 month,Facebook Ads,Own,SMS,Cloudy,6.79,25-34,True,Friday,0.49999999999999994,0.8660254037844387
Detached,Calvin Park,1692.0,Flexible,Lawn Signs,Own,Email,Sunny,4.04,55-64,True,Friday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,1943.0,1-2 weeks,Door-to-Door,Own,Email,Sunny,5.85,35-44,False,Friday,0.8660254037844386,0.5000000000000001
Detached,Downtown,1219.0,ASAP,Facebook Ads,Own,Phone Call,Sunny,6.14,65+,True,Saturday,0.8660254037844386,0.5000000000000001
Detached,Portsmouth Village,1792.0,1-2 weeks,Door-to-Door,Recently Purchased,SMS,Cloudy,3.08,45-54,True,Sunday,0.8660254037844386,0.5000000000000001
Heritage Home,Sydenham Ward,2408.0,1-2 weeks,Facebook Ads,Own,Email,Cloudy,3.6,18-24,False,Tuesday,1.0,6.123233995736766e-17
Apartment,West End,749.0,1-2 weeks,Facebook Ads,Own,Phone Call,Sunny,0.52,65+,False,Tuesday,0.8660254037844386,0.5000000000000001
Heritage Home,Downtown,1912.0,Flexible,Facebook Ads,Own,Phone Call,Windy,6.47,35-44,True,Friday,0.49999999999999994,0.8660254037844387
Detached,Portsmouth Village,878.0,ASAP,Word of Mouth/Referral,Rent,Phone Call,Sunny,4.86,55-64,False,Wednesday,-2.4492935982947064e-16,1.0
Semi-Detached,Sydenham Ward,1481.0,ASAP,Facebook Ads,Own,SMS,Windy,4.31,45-54,False,Monday,0.49999999999999994,0.8660254037844387
Detached,Downtown,2134.0,1 month,Facebook Ads,Rent,SMS,Rain,3.35,45-54,True,Monday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,1855.0,1-2 weeks,Door-to-Door,Own,Email,Sunny,3.99,35-44,False,Sunday,1.0,6.123233995736766e-17
Detached,Portsmouth Village,1547.0,1 month,Lawn Signs,Own,Phone Call,Sunny,0.2,25-34,True,Sunday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1528.0,ASAP,Facebook Ads,Recently Purchased,SMS,Sunny,2.38,25-34,True,Friday,0.8660254037844386,0.5000000000000001
Apartment,Downtown,446.0,ASAP,Facebook Ads,Recently Purchased,SMS,Rain,2.13,45-54,True,Sunday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1687.0,1-2 weeks,Facebook Ads,Own,SMS,Sunny,1.38,65+,False,Saturday,0.8660254037844386,0.5000000000000001
Detached,Calvin Park,1521.0,1-2 weeks,Facebook Ads,Own,Phone Call,Rain,2.1,25-34,True,Wednesday,1.0,6.123233995736766e-17
Apartment,Portsmouth Village,695.0,Flexible,Facebook Ads,Own,SMS,Sunny,3.04,55-64,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,West End,1543.0,Flexible,Facebook Ads,Own,Email,Sunny,3.07,18-24,False,Tuesday,0.49999999999999994,0.8660254037844387
Apartment,Sydenham Ward,477.0,1 month,Word of Mouth/Referral,Own,SMS,Sunny,2.22,45-54,True,Friday,0.49999999999999994,0.8660254037844387
Semi-Detached,Calvin Park,921.0,1-2 weeks,Facebook Ads,Rent,SMS,Snow,3.99,65+,False,Wednesday,0.49999999999999994,0.8660254037844387
Apartment,Calvin Park,618.0,Flexible,Facebook Ads,Own,SMS,Sunny,3.66,35-44,False,Thursday,0.49999999999999994,0.8660254037844387
Apartment,Strathcona Park,306.0,Flexible,Door-to-Door,Own,SMS,Rain,4.17,35-44,True,Saturday,0.49999999999999994,0.8660254037844387
Detached,Downtown,1280.0,Flexible,Lawn Signs,Own,Phone Call,Snow,5.29,35-44,False,Wednesday,1.0,6.123233995736766e-17
Detached,West End,1702.0,1-2 weeks,Door-to-Door,Own,Email,Rain,1.94,35-44,True,Saturday,0.49999999999999994,0.8660254037844387
Heritage Home,Strathcona Park,2985.0,1-2 weeks,Door-to-Door,Own,SMS,Cloudy,5.42,25-34,False,Monday,0.8660254037844386,0.5000000000000001
Semi-Detached,West End,1741.0,1-2 weeks,Facebook Ads,Own,SMS,Sunny,2.92,45-54,False,Wednesday,-2.4492935982947064e-16,1.0
Semi-Detached,Downtown,956.0,ASAP,Door-to-Door,Rent,Phone Call,Sunny,3.81,25-34,False,Tuesday,0.49999999999999994,0.8660254037844387
Heritage Home,West End,2752.0,ASAP,Word of Mouth/Referral,Own,SMS,Rain,4.95,65+,True,Thursday,-2.4492935982947064e-16,1.0
Apartment,Portsmouth Village,517.0,ASAP,Door-to-Door,Own,Email,Snow,3.23,45-54,False,Friday,0.49999999999999994,0.8660254037844387
Detached,Sydenham Ward,1558.0,1-2 weeks,Word of Mouth/Referral,Own,Phone Call,Cloudy,4.71,25-34,True,Thursday,0.49999999999999994,0.8660254037844387
Semi-Detached,Downtown,1268.0,Flexible,Word of Mouth/Referral,Own,Email,Rain,3.8,18-24,False,Wednesday,0.49999999999999994,0.8660254037844387
Detached,West End,1820.0,Flexible,Lawn Signs,Rent,SMS,Cloudy,2.99,18-24,True,Thursday,-2.4492935982947064e-16,1.0
Detached,Strathcona Park,2475.0,1-2 weeks,Lawn Signs,Rent,SMS,Windy,3.92,45-54,False,Thursday,0.49999999999999994,0.8660254037844387
Apartment,West End,840.0,ASAP,Facebook Ads,Own,Phone Call,Rain,1.93,35-44,False,Sunday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,3254.0,1 month,Facebook Ads,Own,Phone Call,Sunny,3.6,65+,False,Saturday,0.8660254037844386,0.5000000000000001
Apartment,West End,507.0,Flexible,Facebook Ads,Own,SMS,Sunny,2.76,35-44,True,Tuesday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1334.0,Flexible,Lawn Signs,Own,Email,Rain,4.01,25-34,False,Friday,-2.4492935982947064e-16,1.0
Detached,Downtown,2119.0,Flexible,Facebook Ads,Rent,Email,Sunny,2.71,65+,False,Saturday,0.49999999999999994,0.8660254037844387
Heritage Home,West End,957.0,Flexible,Facebook Ads,Own,SMS,Snow,1.75,45-54,True,Sunday,0.49999999999999994,0.8660254037844387
Semi-Detached,West End,983.0,1-2 weeks,Door-to-Door,Recently Purchased,SMS,Rain,4.25,65+,True,Saturday,-2.4492935982947064e-16,1.0
Townhouse,Downtown,1347.0,Flexible,Facebook Ads,Own,SMS,Sunny,5.17,55-64,False,Friday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,1392.0,1-2 weeks,Word of Mouth/Referral,Own,Phone Call,Cloudy,1.96,35-44,False,Saturday,0.8660254037844386,0.5000000000000001
Semi-Detached,Downtown,1665.0,ASAP,Lawn Signs,Rent,Email,Sunny,3.43,35-44,True,Sunday,-2.4492935982947064e-16,1.0
Apartment,West End,392.0,Flexible,Door-to-Door,Own,SMS,Cloudy,1.52,25-34,False,Wednesday,-2.4492935982947064e-16,1.0
Semi-Detached,West End,1044.0,Flexible,Door-to-Door,Own,Email,Sunny,5.71,35-44,False,Saturday,0.49999999999999994,0.8660254037844387
Detached,Portsmouth Village,1971.0,Flexible,Lawn Signs,Own,Phone Call,Rain,4.37,35-44,False,Tuesday,0.8660254037844386,0.5000000000000001
Heritage Home,Strathcona Park,1279.0,1 month,Facebook Ads,Own,SMS,Sunny,0.2,18-24,True,Sunday,0.8660254037844386,0.5000000000000001
Semi-Detached,Downtown,996.0,Flexible,Lawn Signs,Own,Email,Sunny,3.13,18-24,False,Saturday,0.8660254037844386,0.5000000000000001
